transaction_id,date,restaurant_name,product_family,gap_percentage,gap_severity,operational_anomaly
10035,2024-01-01,KFC Lille Centre,Burger Poulet,4.590413194444432,MODÉRÉ,False
10036,2024-01-01,KFC Lille Centre,Wraps & Salades,4.670413194444441,MODÉRÉ,False
10037,2024-01-01,KFC Lille Centre,Accompagnements,5.350413194444452,ÉLEVÉ,False
10038,2024-01-01,KFC Lille Centre,Boissons,4.370413194444444,MODÉRÉ,False
10039,2024-01-01,KFC Lille Centre,Desserts,4.6104131944444315,MODÉRÉ,False
10040,2024-01-01,KFC Lille Centre,Petits Déjeuners,3.810413194444439,MODÉRÉ,False
10041,2024-01-01,KFC Bordeaux Quinconces,Poulet Frit,3.610413194444437,MODÉRÉ,False
10042,2024-01-01,KFC Bordeaux Quinconces,Sandwichs,2.9404131944444436,MODÉRÉ,False
10043,2024-01-01,KFC Bordeaux Quinconces,Burger Poulet,3.7604131944444474,MODÉRÉ,False
10044,2024-01-01,KFC Bordeaux Quinconces,Wraps & Salades,3.8004131944444333,MODÉRÉ,False
10045,2024-01-01,KFC Bordeaux Quinconces,Accompagnements,4.430413194444441,MODÉRÉ,False
10046,2024-01-01,KFC Bordeaux Quinconces,Boissons,2.710413194444462,MODÉRÉ,False
10047,2024-01-01,KFC Bordeaux Quinconces,Desserts,3.0904131944444533,MODÉRÉ,False
10048,2024-01-01,KFC Bordeaux Quinconces,Petits Déjeuners,3.020413194444439,MODÉRÉ,False
10049,2024-01-01,KFC Nantes Erdre,Poulet Frit,5.120413194444459,ÉLEVÉ,False
10050,2024-01-01,KFC Nantes Erdre,Sandwichs,4.95041319444445,MODÉRÉ,False
10051,2024-01-01,KFC Nantes Erdre,Burger Poulet,5.360413194444432,ÉLEVÉ,False
10052,2024-01-01,KFC Nantes Erdre,Wraps & Salades,5.230413194444447,ÉLEVÉ,False
10053,2024-01-01,KFC Nantes Erdre,Accompagnements,5.2704131944444566,ÉLEVÉ,False
10054,2024-01-01,KFC Nantes Erdre,Boissons,4.420413194444436,MODÉRÉ,False
10055,2024-01-01,KFC Nantes Erdre,Desserts,4.8004131944444275,MODÉRÉ,False
10056,2024-01-01,KFC Nantes Erdre,Petits Déjeuners,4.45041319444444,MODÉRÉ,False
10057,2024-01-01,KFC Strasbourg Grande Île,Poulet Frit,2.300413194444454,MODÉRÉ,False
10058,2024-01-01,KFC Strasbourg Grande Île,Sandwichs,1.7704131944444403,FAIBLE,False
10059,2024-01-01,KFC Strasbourg Grande Île,Burger Poulet,1.7504131944444414,FAIBLE,False
10060,2024-01-01,KFC Strasbourg Grande Île,Wraps & Salades,2.530413194444435,MODÉRÉ,False
10061,2024-01-01,KFC Strasbourg Grande Île,Accompagnements,2.650413194444429,MODÉRÉ,False
10062,2024-01-01,KFC Strasbourg Grande Île,Boissons,1.970413194444429,FAIBLE,False
10063,2024-01-01,KFC Strasbourg Grande Île,Desserts,1.8404131944444422,FAIBLE,False
10064,2024-01-01,KFC Strasbourg Grande Île,Petits Déjeuners,2.030413194444438,MODÉRÉ,False
10065,2024-01-01,KFC Rennes Centre,Poulet Frit,6.120413194444453,ÉLEVÉ,False
10066,2024-01-01,KFC Rennes Centre,Sandwichs,5.120413194444459,ÉLEVÉ,False
10067,2024-01-01,KFC Rennes Centre,Burger Poulet,5.860413194444442,ÉLEVÉ,False
10068,2024-01-01,KFC Rennes Centre,Wraps & Salades,5.220413194444442,ÉLEVÉ,False
10069,2024-01-01,KFC Rennes Centre,Accompagnements,5.850413194444436,ÉLEVÉ,False
10070,2024-01-01,KFC Rennes Centre,Boissons,5.290413194444455,ÉLEVÉ,False
10071,2024-01-01,KFC Rennes Centre,Desserts,5.040413194444426,ÉLEVÉ,False
10072,2024-01-01,KFC Rennes Centre,Petits Déjeuners,4.910413194444464,MODÉRÉ,False
10073,2024-01-01,KFC Nice Promenade,Poulet Frit,3.86041319444443,MODÉRÉ,False
10074,2024-01-01,KFC Nice Promenade,Sandwichs,4.080413194444468,MODÉRÉ,False
10075,2024-01-01,KFC Nice Promenade,Burger Poulet,3.5404131944444472,MODÉRÉ,False
10076,2024-01-01,KFC Nice Promenade,Wraps & Salades,4.060413194444418,MODÉRÉ,False
10077,2024-01-01,KFC Nice Promenade,Accompagnements,4.140413194444439,MODÉRÉ,False
10078,2024-01-01,KFC Nice Promenade,Boissons,3.7504131944444294,MODÉRÉ,False
10079,2024-01-01,KFC Nice Promenade,Desserts,3.980413194444447,MODÉRÉ,False
10080,2024-01-01,KFC Nice Promenade,Petits Déjeuners,3.94041319444445,MODÉRÉ,False
10081,2024-01-02,KFC Paris Louvre,Poulet Frit,3.410413194444448,MODÉRÉ,False
10082,2024-01-02,KFC Paris Louvre,Sandwichs,3.24041319444444,MODÉRÉ,False
10083,2024-01-02,KFC Paris Louvre,Burger Poulet,2.660413194444459,MODÉRÉ,False
10084,2024-01-02,KFC Paris Louvre,Wraps & Salades,3.1504131944444507,MODÉRÉ,False
10085,2024-01-02,KFC Paris Louvre,Accompagnements,3.020413194444439,MODÉRÉ,False
10086,2024-01-02,KFC Paris Louvre,Boissons,2.85041319444443,MODÉRÉ,False
10087,2024-01-02,KFC Paris Louvre,Desserts,3.060413194444449,MODÉRÉ,False
10088,2024-01-02,KFC Paris Louvre,Petits Déjeuners,2.71041319444445,MODÉRÉ,False
10089,2024-01-02,KFC Lyon Part-Dieu,Poulet Frit,2.0404131944444437,MODÉRÉ,False
10090,2024-01-02,KFC Lyon Part-Dieu,Sandwichs,1.7904131944444512,FAIBLE,False
10091,2024-01-02,KFC Lyon Part-Dieu,Burger Poulet,2.290413194444473,MODÉRÉ,False
10092,2024-01-02,KFC Lyon Part-Dieu,Wraps & Salades,2.3704131944444438,MODÉRÉ,False
10093,2024-01-02,KFC Lyon Part-Dieu,Accompagnements,2.7204131944444554,MODÉRÉ,False
10094,2024-01-02,KFC Lyon Part-Dieu,Boissons,1.8704131944444466,FAIBLE,False
10095,2024-01-02,KFC Lyon Part-Dieu,Desserts,1.8704131944444713,FAIBLE,False
10096,2024-01-02,KFC Lyon Part-Dieu,Petits Déjeuners,1.5704131944444513,FAIBLE,False
10097,2024-01-02,KFC Marseille Vieux Port,Poulet Frit,8.130413194444447,ÉLEVÉ,True
10098,2024-01-02,KFC Marseille Vieux Port,Sandwichs,8.260413194444434,ÉLEVÉ,True
10099,2024-01-02,KFC Marseille Vieux Port,Burger Poulet,7.810413194444453,ÉLEVÉ,True
10100,2024-01-02,KFC Marseille Vieux Port,Wraps & Salades,8.020413194444421,ÉLEVÉ,True
10101,2024-01-02,KFC Marseille Vieux Port,Accompagnements,8.940413194444446,ÉLEVÉ,True
10102,2024-01-02,KFC Marseille Vieux Port,Boissons,7.17041319444445,ÉLEVÉ,True
10103,2024-01-02,KFC Marseille Vieux Port,Desserts,8.390413194444456,ÉLEVÉ,True
10104,2024-01-02,KFC Marseille Vieux Port,Petits Déjeuners,7.500413194444451,ÉLEVÉ,True
10105,2024-01-02,KFC Toulouse Capitole,Poulet Frit,3.0004131944444277,MODÉRÉ,False
10106,2024-01-02,KFC Toulouse Capitole,Sandwichs,2.350413194444445,MODÉRÉ,False
10107,2024-01-02,KFC Toulouse Capitole,Burger Poulet,2.8104131944444317,MODÉRÉ,False
10108,2024-01-02,KFC Toulouse Capitole,Wraps & Salades,2.2804131944444426,MODÉRÉ,False
10109,2024-01-02,KFC Toulouse Capitole,Accompagnements,3.300413194444448,MODÉRÉ,False
10110,2024-01-02,KFC Toulouse Capitole,Boissons,2.0004131944444334,MODÉRÉ,False
10111,2024-01-02,KFC Toulouse Capitole,Desserts,2.2404131944444448,MODÉRÉ,False
10112,2024-01-02,KFC Toulouse Capitole,Petits Déjeuners,2.1404131944444384,MODÉRÉ,False
10113,2024-01-02,KFC Lille Centre,Poulet Frit,4.4604131944444205,MODÉRÉ,False
10114,2024-01-02,KFC Lille Centre,Sandwichs,3.83041319444445,MODÉRÉ,False
10115,2024-01-02,KFC Lille Centre,Burger Poulet,4.300413194444454,MODÉRÉ,False
10116,2024-01-02,KFC Lille Centre,Wraps & Salades,4.720413194444455,MODÉRÉ,False
10117,2024-01-02,KFC Lille Centre,Accompagnements,5.470413194444434,ÉLEVÉ,False
10118,2024-01-02,KFC Lille Centre,Boissons,3.650413194444435,MODÉRÉ,False
10119,2024-01-02,KFC Lille Centre,Desserts,4.6004131944444255,MODÉRÉ,False
10120,2024-01-02,KFC Lille Centre,Petits Déjeuners,4.6804131944444585,MODÉRÉ,False
10121,2024-01-02,KFC Bordeaux Quinconces,Poulet Frit,3.340413194444458,MODÉRÉ,False
10122,2024-01-02,KFC Bordeaux Quinconces,Sandwichs,3.2404131944444394,MODÉRÉ,False
10123,2024-01-02,KFC Bordeaux Quinconces,Burger Poulet,3.1804131944444425,MODÉRÉ,False
10124,2024-01-02,KFC Bordeaux Quinconces,Wraps & Salades,3.890413194444447,MODÉRÉ,False
10125,2024-01-02,KFC Bordeaux Quinconces,Accompagnements,3.6604131944444287,MODÉRÉ,False
10126,2024-01-02,KFC Bordeaux Quinconces,Boissons,2.6904131944444387,MODÉRÉ,False
10127,2024-01-02,KFC Bordeaux Quinconces,Desserts,3.180413194444455,MODÉRÉ,False
10128,2024-01-02,KFC Bordeaux Quinconces,Petits Déjeuners,3.360413194444445,MODÉRÉ,False
10129,2024-01-02,KFC Nantes Erdre,Poulet Frit,5.220413194444441,ÉLEVÉ,False
10130,2024-01-02,KFC Nantes Erdre,Sandwichs,4.460413194444434,MODÉRÉ,False
10131,2024-01-02,KFC Nantes Erdre,Burger Poulet,4.620413194444425,MODÉRÉ,False
10132,2024-01-02,KFC Nantes Erdre,Wraps & Salades,5.0104131944444585,ÉLEVÉ,False
10133,2024-01-02,KFC Nantes Erdre,Accompagnements,5.02041319444444,ÉLEVÉ,False
10134,2024-01-02,KFC Nantes Erdre,Boissons,4.570413194444446,MODÉRÉ,False
10135,2024-01-02,KFC Nantes Erdre,Desserts,5.050413194444457,ÉLEVÉ,False
10136,2024-01-02,KFC Nantes Erdre,Petits Déjeuners,4.840413194444437,MODÉRÉ,False
10137,2024-01-02,KFC Strasbourg Grande Île,Poulet Frit,2.0204131944444326,MODÉRÉ,False
10138,2024-01-02,KFC Strasbourg Grande Île,Sandwichs,2.360413194444463,MODÉRÉ,False
10139,2024-01-02,KFC Strasbourg Grande Île,Burger Poulet,2.3204131944444524,MODÉRÉ,False
10140,2024-01-02,KFC Strasbourg Grande Île,Wraps & Salades,1.9304131944444434,FAIBLE,False
10141,2024-01-02,KFC Strasbourg Grande Île,Accompagnements,2.78041319444444,MODÉRÉ,False
10142,2024-01-02,KFC Strasbourg Grande Île,Boissons,1.4304131944444465,FAIBLE,False
10143,2024-01-02,KFC Strasbourg Grande Île,Desserts,2.230413194444439,MODÉRÉ,False
10144,2024-01-02,KFC Strasbourg Grande Île,Petits Déjeuners,2.3104131944444597,MODÉRÉ,False
10145,2024-01-02,KFC Rennes Centre,Poulet Frit,5.510413194444468,ÉLEVÉ,False
10146,2024-01-02,KFC Rennes Centre,Sandwichs,4.890413194444453,MODÉRÉ,False
10147,2024-01-02,KFC Rennes Centre,Burger Poulet,5.660413194444416,ÉLEVÉ,False
10148,2024-01-02,KFC Rennes Centre,Wraps & Salades,5.220413194444429,ÉLEVÉ,False
10149,2024-01-02,KFC Rennes Centre,Accompagnements,6.000413194444447,ÉLEVÉ,False
10150,2024-01-02,KFC Rennes Centre,Boissons,5.230413194444434,ÉLEVÉ,False
10151,2024-01-02,KFC Rennes Centre,Desserts,5.320413194444434,ÉLEVÉ,False
10152,2024-01-02,KFC Rennes Centre,Petits Déjeuners,5.120413194444459,ÉLEVÉ,False
10153,2024-01-02,KFC Nice Promenade,Poulet Frit,4.5904131944444195,MODÉRÉ,False
10154,2024-01-02,KFC Nice Promenade,Sandwichs,3.350413194444452,MODÉRÉ,False
10155,2024-01-02,KFC Nice Promenade,Burger Poulet,4.230413194444452,MODÉRÉ,False
10156,2024-01-02,KFC Nice Promenade,Wraps & Salades,4.180413194444436,MODÉRÉ,False
10157,2024-01-02,KFC Nice Promenade,Accompagnements,3.9004131944444644,MODÉRÉ,False
10158,2024-01-02,KFC Nice Promenade,Boissons,3.4004131944444302,MODÉRÉ,False
10159,2024-01-02,KFC Nice Promenade,Desserts,4.100413194444441,MODÉRÉ,False
10160,2024-01-02,KFC Nice Promenade,Petits Déjeuners,3.960413194444449,MODÉRÉ,False
10161,2024-01-03,KFC Paris Louvre,Poulet Frit,3.120413194444446,MODÉRÉ,False
10162,2024-01-03,KFC Paris Louvre,Sandwichs,2.78041319444444,MODÉRÉ,False
10163,2024-01-03,KFC Paris Louvre,Burger Poulet,2.9504131944444607,MODÉRÉ,False
10164,2024-01-03,KFC Paris Louvre,Wraps & Salades,3.250413194444445,MODÉRÉ,False
10165,2024-01-03,KFC Paris Louvre,Accompagnements,3.790413194444452,MODÉRÉ,False
10166,2024-01-03,KFC Paris Louvre,Boissons,3.030413194444445,MODÉRÉ,False
10167,2024-01-03,KFC Paris Louvre,Desserts,2.9504131944444487,MODÉRÉ,False
10168,2024-01-03,KFC Paris Louvre,Petits Déjeuners,2.750413194444435,MODÉRÉ,False
10169,2024-01-03,KFC Lyon Part-Dieu,Poulet Frit,1.9404131944444365,FAIBLE,False
10170,2024-01-03,KFC Lyon Part-Dieu,Sandwichs,2.1704131944444307,MODÉRÉ,False
10171,2024-01-03,KFC Lyon Part-Dieu,Burger Poulet,2.2004131944444474,MODÉRÉ,False
10172,2024-01-03,KFC Lyon Part-Dieu,Wraps & Salades,2.590413194444432,MODÉRÉ,False
10173,2024-01-03,KFC Lyon Part-Dieu,Accompagnements,2.0804131944444535,MODÉRÉ,False
10174,2024-01-03,KFC Lyon Part-Dieu,Boissons,1.9604131944444352,FAIBLE,False
10175,2024-01-03,KFC Lyon Part-Dieu,Desserts,2.3504131944444446,MODÉRÉ,False
10176,2024-01-03,KFC Lyon Part-Dieu,Petits Déjeuners,1.5504131944444521,FAIBLE,False
10177,2024-01-03,KFC Marseille Vieux Port,Poulet Frit,8.580413194444429,ÉLEVÉ,True
10178,2024-01-03,KFC Marseille Vieux Port,Sandwichs,7.550413194444443,ÉLEVÉ,True
10179,2024-01-03,KFC Marseille Vieux Port,Burger Poulet,7.990413194444455,ÉLEVÉ,True
10180,2024-01-03,KFC Marseille Vieux Port,Wraps & Salades,8.27041319444444,ÉLEVÉ,True
10181,2024-01-03,KFC Marseille Vieux Port,Accompagnements,8.120413194444467,ÉLEVÉ,True
10182,2024-01-03,KFC Marseille Vieux Port,Boissons,7.780413194444447,ÉLEVÉ,True
10183,2024-01-03,KFC Marseille Vieux Port,Desserts,7.770413194444442,ÉLEVÉ,True
10184,2024-01-03,KFC Marseille Vieux Port,Petits Déjeuners,7.7304131944444565,ÉLEVÉ,True
10185,2024-01-03,KFC Toulouse Capitole,Poulet Frit,2.3104131944444473,MODÉRÉ,False
10186,2024-01-03,KFC Toulouse Capitole,Sandwichs,2.1204131944444518,MODÉRÉ,False
10187,2024-01-03,KFC Toulouse Capitole,Burger Poulet,2.9904131944444345,MODÉRÉ,False
10188,2024-01-03,KFC Toulouse Capitole,Wraps & Salades,2.9004131944444578,MODÉRÉ,False
10189,2024-01-03,KFC Toulouse Capitole,Accompagnements,3.1304131944444515,MODÉRÉ,False
10190,2024-01-03,KFC Toulouse Capitole,Boissons,2.600413194444437,MODÉRÉ,False
10191,2024-01-03,KFC Toulouse Capitole,Desserts,2.800413194444426,MODÉRÉ,False
10192,2024-01-03,KFC Toulouse Capitole,Petits Déjeuners,2.660413194444459,MODÉRÉ,False
10193,2024-01-03,KFC Lille Centre,Poulet Frit,4.760413194444454,MODÉRÉ,False
10194,2024-01-03,KFC Lille Centre,Sandwichs,3.9704131944444545,MODÉRÉ,False
10195,2024-01-03,KFC Lille Centre,Burger Poulet,4.350413194444433,MODÉRÉ,False
10196,2024-01-03,KFC Lille Centre,Wraps & Salades,4.560413194444441,MODÉRÉ,False
10197,2024-01-03,KFC Lille Centre,Accompagnements,5.200413194444442,ÉLEVÉ,False
10198,2024-01-03,KFC Lille Centre,Boissons,4.0104131944444275,MODÉRÉ,False
10199,2024-01-03,KFC Lille Centre,Desserts,4.060413194444443,MODÉRÉ,False
10200,2024-01-03,KFC Lille Centre,Petits Déjeuners,4.640413194444449,MODÉRÉ,False
10201,2024-01-03,KFC Bordeaux Quinconces,Poulet Frit,3.9104131944444447,MODÉRÉ,False
10202,2024-01-03,KFC Bordeaux Quinconces,Sandwichs,3.6804131944444642,MODÉRÉ,False
10203,2024-01-03,KFC Bordeaux Quinconces,Burger Poulet,3.030413194444432,MODÉRÉ,False
10204,2024-01-03,KFC Bordeaux Quinconces,Wraps & Salades,3.6804131944444642,MODÉRÉ,False
10205,2024-01-03,KFC Bordeaux Quinconces,Accompagnements,4.090413194444447,MODÉRÉ,False
10206,2024-01-03,KFC Bordeaux Quinconces,Boissons,3.4404131944444276,MODÉRÉ,False
10207,2024-01-03,KFC Bordeaux Quinconces,Desserts,2.9404131944444307,MODÉRÉ,False
10208,2024-01-03,KFC Bordeaux Quinconces,Petits Déjeuners,2.78041319444444,MODÉRÉ,False
10209,2024-01-03,KFC Nantes Erdre,Poulet Frit,5.800413194444433,ÉLEVÉ,False
10210,2024-01-03,KFC Nantes Erdre,Sandwichs,4.890413194444453,MODÉRÉ,False
10211,2024-01-03,KFC Nantes Erdre,Burger Poulet,5.350413194444427,ÉLEVÉ,False
10212,2024-01-03,KFC Nantes Erdre,Wraps & Salades,4.910413194444452,MODÉRÉ,False
10213,2024-01-03,KFC Nantes Erdre,Accompagnements,5.61041319444445,ÉLEVÉ,False
10214,2024-01-03,KFC Nantes Erdre,Boissons,4.720413194444443,MODÉRÉ,False
10215,2024-01-03,KFC Nantes Erdre,Desserts,4.4204131944444605,MODÉRÉ,False
10216,2024-01-03,KFC Nantes Erdre,Petits Déjeuners,4.970413194444461,MODÉRÉ,False
10217,2024-01-03,KFC Strasbourg Grande Île,Poulet Frit,2.8204131944444373,MODÉRÉ,False
10218,2024-01-03,KFC Strasbourg Grande Île,Sandwichs,2.3804131944444498,MODÉRÉ,False
10219,2024-01-03,KFC Strasbourg Grande Île,Burger Poulet,2.1804131944444234,MODÉRÉ,False
10220,2024-01-03,KFC Strasbourg Grande Île,Wraps & Salades,2.520413194444454,MODÉRÉ,False
10221,2024-01-03,KFC Strasbourg Grande Île,Accompagnements,3.1004131944444464,MODÉRÉ,False
10222,2024-01-03,KFC Strasbourg Grande Île,Boissons,1.9104131944444447,FAIBLE,False
10223,2024-01-03,KFC Strasbourg Grande Île,Desserts,2.0404131944444437,MODÉRÉ,False
10224,2024-01-03,KFC Strasbourg Grande Île,Petits Déjeuners,1.9104131944444447,FAIBLE,False
10225,2024-01-03,KFC Rennes Centre,Poulet Frit,5.600413194444457,ÉLEVÉ,False
10226,2024-01-03,KFC Rennes Centre,Sandwichs,5.750413194444444,ÉLEVÉ,False
10227,2024-01-03,KFC Rennes Centre,Burger Poulet,5.840413194444419,ÉLEVÉ,False
10228,2024-01-03,KFC Rennes Centre,Wraps & Salades,5.66041319444443,ÉLEVÉ,False
10229,2024-01-03,KFC Rennes Centre,Accompagnements,5.850413194444425,ÉLEVÉ,False
10230,2024-01-03,KFC Rennes Centre,Boissons,4.9404131944444565,MODÉRÉ,False
10231,2024-01-03,KFC Rennes Centre,Desserts,5.030413194444445,ÉLEVÉ,False
10232,2024-01-03,KFC Rennes Centre,Petits Déjeuners,5.4004131944444556,ÉLEVÉ,False
10233,2024-01-03,KFC Nice Promenade,Poulet Frit,3.950413194444443,MODÉRÉ,False
10234,2024-01-03,KFC Nice Promenade,Sandwichs,3.6204131944444558,MODÉRÉ,False
10235,2024-01-03,KFC Nice Promenade,Burger Poulet,3.4904131944444567,MODÉRÉ,False
10236,2024-01-03,KFC Nice Promenade,Wraps & Salades,3.8504131944444366,MODÉRÉ,False
10237,2024-01-03,KFC Nice Promenade,Accompagnements,3.8904131944444584,MODÉRÉ,False
10238,2024-01-03,KFC Nice Promenade,Boissons,3.2604131944444386,MODÉRÉ,False
10239,2024-01-03,KFC Nice Promenade,Desserts,3.7004131944444505,MODÉRÉ,False
10240,2024-01-03,KFC Nice Promenade,Petits Déjeuners,3.0904131944444413,MODÉRÉ,False
10241,2024-01-04,KFC Paris Louvre,Poulet Frit,2.8804131944444586,MODÉRÉ,False
10242,2024-01-04,KFC Paris Louvre,Sandwichs,2.6804131944444576,MODÉRÉ,False
10243,2024-01-04,KFC Paris Louvre,Burger Poulet,3.3104131944444415,MODÉRÉ,False
10244,2024-01-04,KFC Paris Louvre,Wraps & Salades,3.690413194444458,MODÉRÉ,False
10245,2024-01-04,KFC Paris Louvre,Accompagnements,3.4804131944444627,MODÉRÉ,False
10246,2024-01-04,KFC Paris Louvre,Boissons,2.6304131944444418,MODÉRÉ,False
10247,2024-01-04,KFC Paris Louvre,Desserts,2.4404131944444463,MODÉRÉ,False
10248,2024-01-04,KFC Paris Louvre,Petits Déjeuners,2.890413194444464,MODÉRÉ,False
10249,2024-01-04,KFC Lyon Part-Dieu,Poulet Frit,2.3304131944444584,MODÉRÉ,False
10250,2024-01-04,KFC Lyon Part-Dieu,Sandwichs,1.650413194444459,FAIBLE,False
10251,2024-01-04,KFC Lyon Part-Dieu,Burger Poulet,1.7704131944444403,FAIBLE,False
10252,2024-01-04,KFC Lyon Part-Dieu,Wraps & Salades,2.2604131944444683,MODÉRÉ,False
10253,2024-01-04,KFC Lyon Part-Dieu,Accompagnements,2.3304131944444464,MODÉRÉ,False
10254,2024-01-04,KFC Lyon Part-Dieu,Boissons,1.4404131944444276,FAIBLE,False
10255,2024-01-04,KFC Lyon Part-Dieu,Desserts,2.190413194444429,MODÉRÉ,False
10256,2024-01-04,KFC Lyon Part-Dieu,Petits Déjeuners,1.780413194444458,FAIBLE,False
10257,2024-01-04,KFC Marseille Vieux Port,Poulet Frit,8.55041319444446,ÉLEVÉ,True
10258,2024-01-04,KFC Marseille Vieux Port,Sandwichs,7.680413194444441,ÉLEVÉ,True
10259,2024-01-04,KFC Marseille Vieux Port,Burger Poulet,8.150413194444445,ÉLEVÉ,True
10260,2024-01-04,KFC Marseille Vieux Port,Wraps & Salades,8.200413194444462,ÉLEVÉ,True
10261,2024-01-04,KFC Marseille Vieux Port,Accompagnements,8.240413194444447,ÉLEVÉ,True
10262,2024-01-04,KFC Marseille Vieux Port,Boissons,7.470413194444446,ÉLEVÉ,True
10263,2024-01-04,KFC Marseille Vieux Port,Desserts,7.59041319444444,ÉLEVÉ,True
10264,2024-01-04,KFC Marseille Vieux Port,Petits Déjeuners,8.100413194444467,ÉLEVÉ,True
10265,2024-01-04,KFC Toulouse Capitole,Poulet Frit,2.320413194444453,MODÉRÉ,False
10266,2024-01-04,KFC Toulouse Capitole,Sandwichs,1.9104131944444571,FAIBLE,False
10267,2024-01-04,KFC Toulouse Capitole,Burger Poulet,2.920413194444444,MODÉRÉ,False
10268,2024-01-04,KFC Toulouse Capitole,Wraps & Salades,2.4604131944444574,MODÉRÉ,False
10269,2024-01-04,KFC Toulouse Capitole,Accompagnements,3.3204131944444466,MODÉRÉ,False
10270,2024-01-04,KFC Toulouse Capitole,Boissons,2.1704131944444427,MODÉRÉ,False
10271,2024-01-04,KFC Toulouse Capitole,Desserts,2.1104131944444458,MODÉRÉ,False
10272,2024-01-04,KFC Toulouse Capitole,Petits Déjeuners,2.1304131944444573,MODÉRÉ,False
10273,2024-01-04,KFC Lille Centre,Poulet Frit,4.830413194444444,MODÉRÉ,False
10274,2024-01-04,KFC Lille Centre,Sandwichs,4.09041319444446,MODÉRÉ,False
10275,2024-01-04,KFC Lille Centre,Burger Poulet,4.930413194444451,MODÉRÉ,False
10276,2024-01-04,KFC Lille Centre,Wraps & Salades,4.250413194444451,MODÉRÉ,False
10277,2024-01-04,KFC Lille Centre,Accompagnements,5.050413194444444,ÉLEVÉ,False
10278,2024-01-04,KFC Lille Centre,Boissons,3.920413194444451,MODÉRÉ,False
10279,2024-01-04,KFC Lille Centre,Desserts,4.040413194444432,MODÉRÉ,False
10280,2024-01-04,KFC Lille Centre,Petits Déjeuners,4.300413194444454,MODÉRÉ,False
10281,2024-01-04,KFC Bordeaux Quinconces,Poulet Frit,4.090413194444472,MODÉRÉ,False
