month,day_of_week,is_weekend,week_of_year,is_month_start,is_month_end,selling_price,units_sold,qsp_score,price_norm_by_category,price_to_units_ratio,rest_units_ma_14,rest_units_ma_30,rest_units_std_14,rest_units_std_30,rest_qsp_ma_14,rest_qsp_ma_30,rest_performance_30d,prod_popularity_in_rest,units_trend_7d,qsp_trend_14d,gap_percentage,region_Paris,region_Lyon,region_Marseille,region_Toulouse,region_Lille,region_Bordeaux,region_Nantes,region_Strasbourg,region_Rennes,region_Nice,category_Poulet,category_Sandwich,category_Autre,category_Boisson,category_Dessert
1,5,1,2,0,0,7.7,78,0.92,0.9998611014647089,0.09746835443037975,47.92857142857143,50.56666666666667,18.607129674543426,18.00513975150607,0.8464285714285714,0.8466666666666666,0.977133655394525,1.0893210283454187,-6.321428571428572,0.0019999999999999645,3.460413194444428,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,5,1,2,0,0,3.3,53,0.8,-0.999861101464709,0.06111111111111111,49.142857142857146,52.0,20.02635626006251,18.42973609181078,0.8571428571428571,0.8496666666666666,1.0077519379844961,1.001602564102564,0.5357142857142835,0.0015824175824175534,3.360413194444445,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,5,1,2,0,0,1.76,68,0.85,-0.999722183631255,0.025507246376811593,49.214285714285715,51.43333333333333,20.03911011162756,18.115878600588605,0.8535714285714286,0.8503333333333334,0.9862575902844359,0.8927414128321451,4.035714285714285,-0.0002857142857143136,2.290413194444436,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,5,1,2,0,0,4.84,40,0.94,-0.999722183631255,0.11804878048780487,50.285714285714285,51.733333333333334,20.64881658530644,18.31888668001967,0.8550000000000001,0.8486666666666666,0.9923273657289002,0.9197809278350516,3.714285714285713,-0.0011648351648351778,3.080413194444448,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5,1,2,0,0,5.5,70,0.78,0.9998611014647097,0.07746478873239436,50.785714285714285,51.06666666666667,20.27950299583897,18.37151718498395,0.8578571428571429,0.8506666666666667,0.9711568938193345,0.9889033942558746,4.392857142857144,0.0027472527472526894,2.760413194444453,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,6,1,2,0,0,9.24,66,0.94,0.9998611014647103,0.13791044776119404,54.142857142857146,51.1,19.186762836181313,18.40605222802243,0.8471428571428571,0.8496666666666667,0.9590240850797623,1.0055697726930604,5.250000000000003,0.002901098901098867,3.750413194444454,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,6,1,2,0,0,6.16,39,0.91,-0.9998611014647101,0.154,54.214285714285715,51.766666666666666,19.232098855133483,18.576372336799295,0.8557142857142858,0.8493333333333333,0.9733625822626136,0.8365941849522017,2.607142857142859,0.004659340659340641,2.570413194444458,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,6,1,2,0,0,6.82,61,0.77,-0.9998611014647089,0.11,51.714285714285715,50.666666666666664,18.730594353494627,18.312108926427157,0.8592857142857143,0.8486666666666666,0.9435133457479825,1.1007085020242915,-3.178571428571429,0.006351648351648323,3.140413194444457,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,6,1,2,0,0,7.7,58,0.85,0.9998611014647089,0.13050847457627118,51.285714285714285,51.0,18.420008232807696,18.409143155620736,0.8600000000000001,0.845,0.9444444444444444,1.114630467571644,-0.2857142857142873,0.0005274725274725191,3.200413194444429,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,6,1,2,0,0,3.3,66,0.77,-0.999861101464709,0.04925373134328358,50.785714285714285,51.8,18.111528718677295,18.164763160846746,0.8550000000000001,0.8476666666666667,0.9721614013137316,1.006831006831007,-0.6785714285714287,0.002219780219780167,3.430413194444435,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,6,1,2,0,0,1.76,54,0.82,-0.999722183631255,0.032,53.785714285714285,53.06666666666667,16.76157956311247,17.768498536170267,0.8528571428571429,0.846,1.0040996531062756,0.8972748357170467,1.7500000000000024,-0.0020219780219780706,2.7304131944444485,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,6,1,2,0,0,4.84,60,0.79,-0.999722183631255,0.07934426229508197,53.142857142857146,52.233333333333334,16.552281473501534,17.083331931595115,0.8564285714285714,0.8456666666666667,0.9763239875389408,0.8998085513720485,-1.0357142857142856,-0.005692307692307767,2.4504131944444394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,6,1,2,0,0,5.5,55,0.92,0.9998611014647097,0.09821428571428571,54.857142857142854,51.7,15.86896895907784,16.557423587686245,0.8535714285714286,0.8436666666666667,0.9663551401869159,1.0058027079303675,0.6071428571428572,-0.008461538461538503,2.750413194444448,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,3,0,0,9.24,22,0.83,0.9998611014647103,0.4017391304347826,57.142857142857146,52.733333333333334,12.96656732261351,15.714990281264246,0.8514285714285714,0.8450000000000001,1.0022172949002217,0.9942206971284089,1.5000000000000022,-0.0033846153846154277,3.280413194444461,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,3,0,0,6.16,54,0.76,-0.9998611014647101,0.112,56.42857142857143,52.03333333333333,14.627236374518747,16.605946864432862,0.8492857142857143,0.8453333333333333,0.9829974811083124,0.8263933376040999,-4.607142857142856,-0.0037142857142857537,3.0504131944444435,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
