restaurant_id,product_family_id,target_gap_percentage,selling_price,units_sold,qsp_score,operational_anomaly,gap_percentage,year,month,day_of_month,day_of_week,is_weekend,quarter,week_of_year,price_minus_cost,price_to_theoretical_ratio,cost_variance,cost_variance_pct,cost_variance_abs,revenue_rolling_mean_7,units_rolling_mean_7,price_rolling_mean_7,qsp_rolling_mean_7,revenue_rolling_mean_14,units_rolling_mean_14,price_rolling_mean_14,qsp_rolling_mean_14,revenue_rolling_mean_30,units_rolling_mean_30,price_rolling_mean_30,qsp_rolling_mean_30,revenue_lag_7,units_lag_7,price_lag_7,qsp_lag_7,cost_variance_abs_lag_7,revenue_lag_14,units_lag_14,price_lag_14,qsp_lag_14,cost_variance_abs_lag_14,revenue_lag_30,units_lag_30,price_lag_30,qsp_lag_30,cost_variance_abs_lag_30,anomaly_count_7d,anomaly_count_30d,region_Paris,region_Lyon,region_Marseille,region_Toulouse,region_Lille,region_Bordeaux,region_Nantes,region_Strasbourg,region_Rennes,region_Nice,cat_Poulet,cat_Sandwich,cat_Autre,cat_Boisson,cat_Dessert,gap_to_target_ratio
1,6,4.0,9.24,45,0.86,0,3.8004131944444577,2024,1,6,5,1,1,1,4.8803826458333335,2.1994763151630563,0.15961735416666656,3.799508549551691,0.15961735416666656,339.7114285714286,55.57142857142857,5.5,0.83,270.4271428571428,48.857142857142854,5.688571428571429,0.8414285714285715,260.86,39.0,6.140000000000001,0.8254545454545454,406.56,66.0,6.16,0.76,0.08149156944444469,463.76,68.0,6.82,0.87,0.10262280902777787,252.34,37.0,6.82,0.85,0.0824728090277782,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.04
1,7,3.5,6.16,33,0.77,0,3.220413194444453,2024,1,6,5,1,1,1,3.269828430555556,2.199214566226348,0.09017156944444427,3.2192634574953334,0.09017156944444427,336.2857142857143,56.285714285714285,5.374285714285714,0.8428571428571429,303.3328571428571,51.642857142857146,6.112857142857143,0.8342857142857144,277.62166666666667,40.75,6.27,0.8225000000000001,484.22,71.0,6.82,0.91,0.08805280902777701,508.2,66.0,7.7,0.82,0.12916446180555585,462.0,60.0,7.7,0.79,0.11026446180555594,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.035
1,3,4.0,6.82,70,0.93,0,3.230413194444433,2024,1,6,5,1,1,1,3.6198571909722226,2.199290551435021,0.10014280902777761,3.2293714617148535,0.10014280902777761,374.4714285714286,57.57142857142857,6.002857142857144,0.8328571428571429,295.9628571428571,51.142857142857146,6.002857142857144,0.8371428571428571,264.64307692307693,40.15384615384615,6.041538461538462,0.8223076923076923,415.8,54.0,7.7,0.83,0.11551446180555613,148.5,45.0,3.3,0.9,0.05220619791666681,108.9,33.0,3.3,0.82,0.0453061979166669,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.04
1,8,3.5,7.7,42,0.91,0,3.6704131944444462,2024,1,6,5,1,1,1,4.0715355381944445,2.199371608111968,0.12846446180555615,3.669364804500318,0.12846446180555615,383.3342857142857,58.857142857142854,6.222857142857142,0.8371428571428571,282.4957142857143,49.714285714285715,5.735714285714286,0.8442857142857143,249.1342857142857,39.214285714285715,5.735714285714286,0.8292857142857143,99.0,30.0,3.3,0.93,0.05310619791666671,36.96,21.0,1.76,0.9,0.021043305555555447,47.52,27.0,1.76,0.92,0.02280330555555543,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.035
1,1,4.0,3.3,71,0.92,0,3.750413194444454,2024,1,6,5,1,1,1,1.7437438020833331,2.1985343104596935,0.056256197916666695,3.747914584721299,0.056256197916666695,343.0428571428571,54.714285714285715,5.782857142857144,0.8542857142857143,286.64428571428573,52.714285714285715,5.421428571428572,0.8364285714285715,249.304,40.06666666666667,5.676,0.8313333333333334,80.96,46.0,1.76,0.9,0.020563305555555522,363.0,75.0,4.84,0.78,0.053689090277777574,251.68,52.0,4.84,0.86,0.06732909027777767,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04
1,2,1.5,1.76,61,0.88,0,2.420413194444447,2024,1,6,5,1,1,1,0.9406366944444444,2.1972534332084894,0.019363305555555543,2.4173914551255358,0.019363305555555543,352.9114285714286,57.57142857142857,5.688571428571429,0.8414285714285714,269.2642857142857,50.214285714285715,5.374285714285714,0.8342857142857143,247.81625,40.125,5.665,0.829375,300.08,62.0,4.84,0.76,0.0627090902777776,231.0,42.0,5.5,0.85,0.07226032986111175,225.5,41.0,5.5,0.8,0.06776032986111113,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.015
1,4,5.0,4.84,43,0.8,0,3.0504131944444186,2024,1,6,5,1,1,1,2.572890909722222,2.1990004543389365,0.06710909027777756,3.049027272956727,0.06710909027777756,312.5885714285714,57.42857142857143,5.154285714285714,0.84,291.7985714285714,51.642857142857146,5.547142857142857,0.8292857142857143,251.17529411764704,39.705882352941174,5.875294117647059,0.8329411764705883,401.5,73.0,5.5,0.79,0.07776032986111181,683.76,74.0,9.24,0.8,0.1541573541666672,304.92,33.0,9.24,0.89,0.13105735416666686,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05
1,5,4.0,5.5,53,0.93,0,2.3204131944444653,2024,1,6,5,1,1,1,2.941989670138889,2.1991203518592566,0.05801032986111121,2.319485400284335,0.05801032986111121,313.90857142857146,54.42857142857143,5.594285714285715,0.8542857142857143,298.8385714285714,53.5,5.437142857142858,0.8192857142857143,263.57222222222225,41.77777777777778,5.891111111111112,0.8355555555555556,415.8,45.0,9.24,0.86,0.15961735416666656,406.56,66.0,6.16,0.76,0.08149156944444469,474.32,77.0,6.16,0.88,0.07785156944444438,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04
1,6,4.0,9.24,41,0.78,0,3.48041319444445,2024,1,7,6,1,1,1,4.893822645833332,2.1994763151630563,0.14617735416666822,3.4795847218916496,0.14617735416666822,273.77428571428567,49.0,5.5,0.8342857142857143,315.51142857142855,53.142857142857146,5.688571428571429,0.8292857142857143,269.0831578947368,42.421052631578945,5.94,0.8373684210526315,203.28,33.0,6.16,0.77,0.09017156944444427,484.22,71.0,6.82,0.91,0.08805280902777701,368.28,54.0,6.82,0.87,0.09146280902777804,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.04
1,7,3.5,6.16,63,0.76,0,3.1704131944444374,2024,1,7,6,1,1,1,3.2712284305555563,2.199214566226348,0.08877156944444398,3.1692813082629057,0.08877156944444398,282.57428571428574,51.285714285714285,5.374285714285714,0.8485714285714286,335.5314285714286,51.5,6.112857142857143,0.8342857142857143,271.029,42.3,6.0280000000000005,0.8404999999999999,477.4,70.0,6.82,0.93,0.10014280902777761,415.8,54.0,7.7,0.83,0.11551446180555613,308.0,40.0,7.7,0.9,0.11376446180555533,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.035
1,3,4.0,6.82,66,0.83,0,3.230413194444446,2024,1,7,6,1,1,1,3.6198571909722226,2.199290551435021,0.10014280902777761,3.2293714617148535,0.10014280902777761,314.63142857142856,53.0,6.002857142857144,0.8457142857142858,334.3057142857143,51.92857142857143,6.002857142857144,0.8364285714285715,270.0657142857143,43.904761904761905,5.898095238095238,0.8371428571428572,323.4,42.0,7.7,0.91,0.12846446180555615,99.0,30.0,3.3,0.93,0.05310619791666671,250.8,76.0,3.3,0.77,0.05685619791666663,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.04
1,8,3.5,7.7,25,0.9,0,3.340413194444446,2024,1,7,6,1,1,1,4.083085538194444,2.199371608111968,0.11691446180555598,3.339459063283519,0.11691446180555598,336.53714285714284,56.57142857142857,6.222857142857142,0.8485714285714286,328.3028571428572,53.07142857142857,5.735714285714286,0.8457142857142858,263.95,45.40909090909091,5.71,0.8336363636363636,234.3,71.0,3.3,0.92,0.056256197916666695,80.96,46.0,1.76,0.9,0.020563305555555522,135.52,77.0,1.76,0.76,0.02424330555555554,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.035
1,1,4.0,3.3,78,0.83,0,3.44041319444444,2024,1,7,6,1,1,1,1.748393802083333,2.1985343104596935,0.051606197916666874,3.4381211137019903,0.051606197916666874,309.0057142857143,56.42857142857143,5.782857142857144,0.8657142857142858,317.3971428571429,54.0,5.421428571428572,0.8442857142857143,257.5243478260869,44.47826086956522,5.672173913043479,0.8365217391304348,107.36,61.0,1.76,0.88,0.019363305555555543,300.08,62.0,4.84,0.76,0.0627090902777776,116.16,24.0,4.84,0.9,0.0649090902777778,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04
1,2,1.5,1.76,34,0.9,0,2.990413194444434,2024,1,7,6,1,1,1,0.9360766944444444,2.1972534332084894,0.023923305555555552,2.9866798446386458,0.023923305555555552,281.38,52.142857142857146,5.688571428571429,0.8671428571428572,330.2357142857143,56.642857142857146,5.3742857142857146,0.8428571428571429,253.66916666666665,43.875,5.665,0.8337500000000001,208.12,43.0,4.84,0.8,0.06710909027777756,401.5,73.0,5.5,0.79,0.07776032986111181,165.0,30.0,5.5,0.77,0.06876032986111102,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.015
1,4,5.0,4.84,68,0.88,0,2.600413194444425,2024,1,7,6,1,1,1,2.582790909722222,2.1990004543389365,0.05720909027777754,2.5992317254783073,0.05720909027777754,263.6228571428572,53.285714285714285,5.154285714285714,0.8771428571428571,326.81,55.0,5.547142857142857,0.8421428571428571,261.6328,44.08,5.808,0.8316,291.5,53.0,5.5,0.93,0.05801032986111121,415.8,45.0,9.24,0.86,0.15961735416666656,452.76,49.0,9.24,0.78,0.12097735416666744,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05
1,5,4.0,5.5,34,0.84,0,2.5704131944444453,2024,1,7,6,1,1,1,2.935739670138889,2.1991203518592566,0.06426032986111085,2.569385440268327,0.06426032986111085,288.70285714285717,54.42857142857143,5.594285714285715,0.8785714285714287,305.03000000000003,52.642857142857146,5.437142857142858,0.8385714285714286,260.09923076923076,43.76923076923077,5.821538461538462,0.8307692307692308,378.84,41.0,9.24,0.78,0.14617735416666822,203.28,33.0,6.16,0.77,0.09017156944444427,221.76,36.0,6.16,0.81,0.07505156944444469,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04
1,6,4.0,9.24,78,0.81,0,2.980413194444429,2024,1,8,0,0,1,2,4.9148226458333335,2.1994763151630563,0.12517735416666653,2.979703741172733,0.12517735416666653,275.9428571428571,53.42857142857143,5.5,0.8542857142857142,328.5228571428571,54.42857142857143,5.688571428571429,0.8407142857142859,267.64222222222224,44.666666666666664,5.858518518518519,0.8322222222222222,388.08,63.0,6.16,0.76,0.08877156944444398,477.4,70.0,6.82,0.93,0.10014280902777761,463.76,68.0,6.82,0.87,0.10262280902777787,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.04
1,7,3.5,6.16,33,0.89,0,2.8104131944444446,2024,1,8,0,0,1,2,3.281308430555556,2.199214566226348,0.07869156944444411,2.8094098337895077,0.07869156944444411,294.04571428571427,56.857142857142854,5.374285714285714,0.8428571428571429,348.98285714285714,55.92857142857143,6.112857142857143,0.8414285714285715,276.23357142857145,45.42857142857143,5.924285714285714,0.8317857142857142,450.12,66.0,6.82,0.83,0.10014280902777761,323.4,42.0,7.7,0.91,0.12846446180555615,508.2,66.0,7.7,0.82,0.12916446180555585,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.035
1,3,4.0,6.82,69,0.94,0,2.9004131944444453,2024,1,8,0,0,1,2,3.630087190972222,2.199290551435021,0.0899128090277781,2.8994778789996163,0.0899128090277781,288.07428571428574,50.285714285714285,6.002857142857144,0.84,339.78999999999996,55.642857142857146,6.002857142857144,0.8514285714285714,271.8289655172414,45.41379310344828,5.833793103448276,0.8341379310344827,192.5,25.0,7.7,0.9,0.11691446180555598,234.3,71.0,3.3,0.92,0.056256197916666695,148.5,45.0,3.3,0.9,0.05220619791666681,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.04
1,8,3.5,7.7,53,0.81,0,2.7004131944444563,2024,1,8,0,0,1,2,4.105485538194444,2.199371608111968,0.09451446180555578,2.699641868196395,0.09451446180555578,309.50857142857143,52.714285714285715,6.222857142857142,0.8328571428571429,330.9585714285714,57.0,5.735714285714286,0.8535714285714285,264.0,44.6,5.6979999999999995,0.8363333333333334,257.4,78.0,3.3,0.83,0.051606197916666874,107.36,61.0,1.76,0.88,0.019363305555555543,36.96,21.0,1.76,0.9,0.021043305555555447,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.035
1,1,4.0,3.3,58,0.84,0,3.970413194444442,2024,1,8,0,0,1,2,1.740443802083333,2.1985343104596935,0.059556197916666775,3.9677680157672737,0.059556197916666775,288.3257142857143,51.42857142857143,5.782857142857144,0.8471428571428571,296.9842857142857,54.785714285714285,5.421428571428572,0.8535714285714286,261.316,45.5,5.551333333333333,0.8360000000000001,59.84,34.0,1.76,0.9,0.023923305555555552,208.12,43.0,4.84,0.8,0.06710909027777756,363.0,75.0,4.84,0.78,0.053689090277777574,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04
1,2,1.5,1.76,69,0.82,0,2.620413194444436,2024,1,8,0,0,1,2,0.9390366944444445,2.1972534332084894,0.020963305555555478,2.6171417672353905,0.020963305555555478,293.69999999999993,53.57142857142857,5.688571428571429,0.8400000000000001,288.7657142857143,53.857142857142854,5.374285714285714,0.8657142857142857,260.80266666666665,45.56666666666667,5.529333333333333,0.8383333333333333,329.12,68.0,4.84,0.88,0.05720909027777754,291.5,53.0,5.5,0.93,0.05801032986111121,231.0,42.0,5.5,0.85,0.07226032986111175,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.015
1,4,5.0,4.84,42,0.76,0,2.93041319444445,2024,1,8,0,0,1,2,2.5755309097222217,2.1990004543389365,0.06446909027777803,2.9290817936291695,0.06446909027777803,266.2942857142857,52.57142857142857,5.154285714285714,0.8485714285714286,281.23857142857145,51.714285714285715,5.547142857142857,0.8564285714285715,276.77466666666663,47.03333333333333,5.61,0.837,187.0,34.0,5.5,0.84,0.06426032986111085,378.84,41.0,9.24,0.78,0.14617735416666822,683.76,74.0,9.24,0.8,0.1541573541666672,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05
1,5,4.0,5.5,35,0.94,0,2.5104131944444488,2024,1,8,0,0,1,2,2.9372396701388888,2.1991203518592566,0.06276032986111124,2.509409430672181,0.06276032986111124,313.8142857142857,54.714285714285715,5.594285714285715,0.8557142857142858,279.25857142857143,52.357142857142854,5.437142857142858,0.8514285714285715,275.18333333333334,47.266666666666666,5.558666666666667,0.8326666666666667,720.72,78.0,9.24,0.81,0.12517735416666653,388.08,63.0,6.16,0.76,0.08877156944444398,406.56,66.0,6.16,0.76,0.08149156944444469,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04
1,6,4.0,9.24,41,0.86,0,3.130413194444438,2024,1,9,1,0,1,2,4.908522645833333,2.1994763151630563,0.13147735416666695,3.129668035388406,0.13147735416666695,278.5514285714286,50.0,5.5,0.8642857142857144,304.3385714285714,54.92857142857143,5.688571428571429,0.8442857142857143,289.014,48.93333333333333,5.676,0.8333333333333334,203.28,33.0,6.16,0.89,0.07869156944444411,450.12,66.0,6.82,0.83,0.10014280902777761,484.22,71.0,6.82,0.91,0.08805280902777701,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.04
1,7,3.5,6.16,32,0.88,0,3.260413194444426,2024,1,9,1,0,1,2,3.2687084305555563,2.199214566226348,0.09129156944444405,3.259249176881259,0.09129156944444405,318.27714285714285,56.285714285714285,5.374285714285714,0.87,312.30571428571426,53.42857142857143,6.112857142857143,0.8442857142857143,301.64199999999994,50.03333333333333,5.874,0.8346666666666667,470.58,69.0,6.82,0.94,0.0899128090277781,192.5,25.0,7.7,0.9,0.11691446180555598,415.8,54.0,7.7,0.83,0.11551446180555613,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.035
1,3,4.0,6.82,74,0.86,0,3.250413194444457,2024,1,9,1,0,1,2,3.6192371909722225,2.199290551435021,0.10076280902777768,3.2493650121824467,0.10076280902777768,339.8057142857143,52.714285714285715,6.002857142857144,0.8671428571428572,309.2571428571428,54.57142857142857,6.002857142857144,0.8492857142857142,299.94066666666663,50.0,5.822666666666667,0.8366666666666666,408.1,53.0,7.7,0.81,0.09451446180555578,257.4,78.0,3.3,0.83,0.051606197916666874,99.0,30.0,3.3,0.93,0.05310619791666671,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.04
1,8,3.5,7.7,76,0.91,0,2.800413194444451,2024,1,9,1,0,1,2,4.101985538194445,2.199371608111968,0.09801446180555606,2.799613304928765,0.09801446180555606,358.59999999999997,56.142857142857146,6.222857142857142,0.8585714285714287,284.8528571428571,51.785714285714285,5.735714285714286,0.8571428571428571,294.5726666666667,50.06666666666667,5.6979999999999995,0.8396666666666667,191.4,58.0,3.3,0.84,0.059556197916666775,59.84,34.0,1.76,0.9,0.023923305555555552,80.96,46.0,1.76,0.9,0.020563305555555522,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.035
1,1,4.0,3.3,35,0.88,0,3.000413194444428,2024,1,9,1,0,1,2,1.7549938020833333,2.1985343104596935,0.04500619791666649,2.998414251610026,0.04500619791666649,328.93142857142857,56.285714285714285,5.782857142857144,0.85,278.6614285714286,53.42857142857143,5.421428571428572,0.8585714285714287,287.9433333333334,50.333333333333336,5.551333333333333,0.8376666666666667,121.44,69.0,1.76,0.82,0.020963305555555478,329.12,68.0,4.84,0.88,0.05720909027777754,300.08,62.0,4.84,0.76,0.0627090902777776,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04
1,2,1.5,1.76,35,0.83,0,2.9004131944444578,2024,1,9,1,0,1,2,0.9367966944444444,2.1972534332084894,0.02320330555555561,2.8967922041892145,0.02320330555555561,331.25714285714287,57.42857142857143,5.688571428571429,0.8385714285714284,277.4985714285714,53.5,5.3742857142857146,0.8635714285714285,292.29200000000003,51.3,5.529333333333333,0.8390000000000001,203.28,42.0,4.84,0.76,0.06446909027777803,187.0,34.0,5.5,0.84,0.06426032986111085,401.5,73.0,5.5,0.79,0.07776032986111181,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.015
1,4,5.0,4.84,70,0.78,0,2.5204131944444663,2024,1,9,1,0,1,2,2.5845509097222217,2.1990004543389365,0.055449090277778,2.5192680725932757,0.055449090277778,255.79714285714286,51.285714285714285,5.154285714285714,0.8571428571428571,294.87857142857143,54.07142857142857,5.547142857142857,0.8550000000000001,297.74066666666664,51.56666666666667,5.61,0.8393333333333334,192.5,35.0,5.5,0.94,0.06276032986111124,720.72,78.0,9.24,0.81,0.12517735416666653,415.8,45.0,9.24,0.86,0.15961735416666656,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05
1,5,4.0,5.5,59,0.9,0,3.190413194444436,2024,1,9,1,0,1,2,2.920239670138889,2.1991203518592566,0.07976032986111115,3.1891375394286743,0.07976032986111115,280.87714285714287,52.42857142857143,5.594285714285715,0.8528571428571429,286.29857142857145,53.42857142857143,5.437142857142858,0.8535714285714285,289.1166666666667,50.666666666666664,5.558666666666666,0.8386666666666667,378.84,41.0,9.24,0.86,0.13147735416666695,203.28,33.0,6.16,0.89,0.07869156944444411,203.28,33.0,6.16,0.77,0.09017156944444427,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04
1,6,4.0,9.24,60,0.88,0,3.0604131944444246,2024,1,10,2,0,1,2,4.911462645833334,2.1994763151630563,0.12853735416666634,3.059684698087749,0.12853735416666634,241.81142857142854,47.142857142857146,5.5,0.8442857142857143,303.17571428571426,53.285714285714285,5.688571428571429,0.8549999999999999,301.4,51.9,5.676,0.8423333333333333,197.12,32.0,6.16,0.88,0.09129156944444405,470.58,69.0,6.82,0.94,0.0899128090277781,477.4,70.0,6.82,0.93,0.10014280902777761,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.04
