transaction_id,date,restaurant_id,restaurant_name,product_family,product_variant,theoretical_unit_cost,actual_unit_cost,selling_price,units_sold,waste_kg,qsp_score,operational_anomaly,anomaly_type,shift_type,weather_impact,revenue,theoretical_cos,actual_cos,cos_gap,gap_percentage,waste_cost,gap_severity
10013,2024-01-01,2,KFC Lyon Part-Dieu,Accompagnements,Frites Moyenne,1.52,1.5,3.8,45,0.45,0.85,True,rupture_stock,midi,1.13,171.0,0.4,0.39473684210526316,-0.0052631578947368585,-1.3157894736842146,0.684,FAIBLE
10014,2024-01-01,2,KFC Lyon Part-Dieu,Boissons,Fanta,0.81,0.79,2.42,39,0.06,0.97,False,,soir,1.06,94.38,0.33471074380165294,0.32644628099173556,-0.008264462809917383,-2.4691358024691437,0.048600000000000004,FAIBLE
10015,2024-01-01,2,KFC Lyon Part-Dieu,Desserts,Cookie,2.19,2.15,5.25,35,0.16,0.95,False,,soir,1.05,183.75,0.4171428571428571,0.4095238095238095,-0.007619047619047581,-1.8264840182648314,0.3504,FAIBLE
10016,2024-01-01,2,KFC Lyon Part-Dieu,Petits Déjeuners,Petit Déj Complet,2.47,2.43,5.43,45,0.16,0.93,False,,midi,0.93,244.35,0.45488029465930024,0.44751381215469616,-0.007366482504604088,-1.6194331983805748,0.39520000000000005,FAIBLE
10017,2024-01-01,3,KFC Marseille Vieux Port,Poulet Frit,Ailes 12p,4.19,4.35,8.8,24,0.18,0.9,False,,midi,0.93,211.20000000000002,0.47613636363636364,0.4943181818181817,0.018181818181818077,3.818615751789954,0.7542000000000001,MODÉRÉ
10018,2024-01-01,3,KFC Marseille Vieux Port,Sandwichs,Cheese,2.98,3.09,6.84,49,0.2,0.89,False,,soir,0.98,335.15999999999997,0.4356725146198831,0.4517543859649123,0.016081871345029197,3.691275167785225,0.596,MODÉRÉ
10019,2024-01-01,3,KFC Marseille Vieux Port,Burger Poulet,Deluxe,3.07,3.18,6.75,63,0.32,0.88,False,,midi,0.95,425.25,0.4548148148148148,0.4711111111111111,0.01629629629629631,3.5830618892508173,0.9823999999999999,MODÉRÉ
10020,2024-01-01,3,KFC Marseille Vieux Port,Wraps & Salades,Caesar Wrap,3.56,3.69,7.11,22,0.13,0.86,False,,midi,0.94,156.42000000000002,0.5007032348804501,0.5189873417721518,0.01828410689170168,3.651685393258397,0.46280000000000004,MODÉRÉ
10021,2024-01-01,3,KFC Marseille Vieux Port,Accompagnements,Frites Grande,1.52,1.58,3.8,21,0.21,0.88,False,,soir,0.95,79.8,0.4,0.41578947368421054,0.01578947368421052,3.94736842105263,0.3192,MODÉRÉ
10022,2024-01-01,3,KFC Marseille Vieux Port,Boissons,Coca 33cl,0.81,0.84,2.43,27,0.04,0.86,False,,soir,0.93,65.61,0.33333333333333337,0.345679012345679,0.012345679012345623,3.703703703703686,0.032400000000000005,MODÉRÉ
10023,2024-01-01,3,KFC Marseille Vieux Port,Desserts,Cookie,2.18,2.26,5.23,44,0.2,0.87,False,,midi,1.1,230.12,0.4168260038240918,0.4321223709369025,0.015296367112810683,3.669724770642196,0.43600000000000005,MODÉRÉ
10024,2024-01-01,3,KFC Marseille Vieux Port,Petits Déjeuners,Pain au Chocolat,2.53,2.63,5.58,57,0.2,0.85,False,,soir,1.03,318.06,0.4534050179211469,0.471326164874552,0.017921146953405076,3.9525691699604875,0.506,MODÉRÉ
10025,2024-01-01,4,KFC Toulouse Capitole,Poulet Frit,Tenders 8p,4.03,3.97,8.47,45,0.34,0.93,False,,midi,1.08,381.15000000000003,0.4757969303423849,0.4687131050767414,-0.007083825265643495,-1.488833746898273,1.3702,FAIBLE
10026,2024-01-01,4,KFC Toulouse Capitole,Sandwichs,Cheese,2.74,2.7,6.31,25,0.1,0.91,False,,midi,1.02,157.75,0.43423137876386686,0.42789223454833597,-0.00633914421553089,-1.4598540145985373,0.274,FAIBLE
10027,2024-01-01,4,KFC Toulouse Capitole,Burger Poulet,Deluxe,3.11,3.06,6.84,36,0.18,0.91,False,,soir,1.13,246.24,0.45467836257309935,0.4473684210526315,-0.007309941520467822,-1.6077170418006401,0.5598,FAIBLE
10028,2024-01-01,4,KFC Toulouse Capitole,Wraps & Salades,Caesar Wrap,3.89,3.83,7.78,15,0.09,0.93,False,,soir,1.01,116.7,0.5,0.49228791773778924,-0.007712082262210762,-1.5424164524421524,0.3501,FAIBLE
10029,2024-01-01,4,KFC Toulouse Capitole,Accompagnements,Frites Grande,1.47,1.45,3.68,30,0.3,0.95,False,,midi,0.99,110.4,0.39945652173913043,0.39402173913043476,-0.005434782608695676,-1.3605442176870808,0.441,FAIBLE
10030,2024-01-01,4,KFC Toulouse Capitole,Boissons,Coca 50cl,0.8,0.79,2.4,19,0.03,0.92,False,,midi,1.1,45.6,0.33333333333333337,0.32916666666666666,-0.004166666666666707,-1.250000000000012,0.024,FAIBLE
10031,2024-01-01,4,KFC Toulouse Capitole,Desserts,Sundae Caramel,2.2,2.17,5.29,29,0.13,0.88,False,,midi,1.05,153.41,0.41587901701323254,0.41020793950850665,-0.0056710775047258966,-1.3636363636363633,0.28600000000000003,FAIBLE
10032,2024-01-01,4,KFC Toulouse Capitole,Petits Déjeuners,Petit Déj Complet,2.41,2.37,5.3,32,0.11,0.95,False,,soir,1.1,169.6,0.45471698113207554,0.44716981132075473,-0.0075471698113208086,-1.6597510373444098,0.2651,FAIBLE
10033,2024-01-01,5,KFC Lille Centre,Poulet Frit,Bucket 10 pièces,4.31,4.33,9.05,52,0.39,0.86,False,,soir,0.99,470.6,0.47624309392265185,0.4784530386740331,0.0022099447513812542,0.4640371229698458,1.6808999999999998,FAIBLE
10034,2024-01-01,5,KFC Lille Centre,Sandwichs,Original,2.52,2.54,5.8,36,0.14,0.9,False,,midi,1.07,208.79999999999998,0.4344827586206897,0.43793103448275866,0.0034482758620689724,0.7936507936507952,0.35280000000000006,FAIBLE
10035,2024-01-01,5,KFC Lille Centre,Burger Poulet,Classic,2.83,2.85,6.24,14,0.07,0.86,False,,soir,1.12,87.36,0.4535256410256411,0.4567307692307692,0.0032051282051281382,0.7067137809187131,0.19810000000000003,FAIBLE
10036,2024-01-01,5,KFC Lille Centre,Wraps & Salades,Salade Poulet,3.52,3.54,7.04,22,0.13,0.88,False,,midi,1.08,154.88,0.5,0.5028409090909091,0.0028409090909090606,0.5681818181818121,0.4576,FAIBLE
10037,2024-01-01,5,KFC Lille Centre,Accompagnements,Frites Grande,1.49,1.5,3.72,45,0.45,0.91,False,,soir,0.92,167.4,0.40053763440860213,0.4032258064516129,0.0026881720430107503,0.6711409395973149,0.6705,FAIBLE
10038,2024-01-01,5,KFC Lille Centre,Boissons,Fanta,0.81,0.81,2.43,50,0.08,0.92,False,,midi,1.05,121.50000000000001,0.3333333333333333,0.3333333333333333,0.0,0.0,0.06480000000000001,FAIBLE
10039,2024-01-01,5,KFC Lille Centre,Desserts,Sundae Caramel,2.12,2.13,5.1,15,0.07,0.92,False,,midi,1.06,76.5,0.41568627450980394,0.4176470588235294,0.0019607843137254832,0.4716981132075455,0.14840000000000003,FAIBLE
10040,2024-01-01,5,KFC Lille Centre,Petits Déjeuners,Petit Déj Complet,2.42,2.43,5.32,45,0.16,0.85,False,,midi,1.02,239.4,0.45488721804511273,0.4567669172932331,0.00187969924812037,0.41322314049588305,0.3872,FAIBLE
10041,2024-01-01,6,KFC Bordeaux Quinconces,Poulet Frit,Tenders 8p,3.96,3.83,8.31,23,0.17,0.9,False,,midi,1.06,191.13000000000002,0.4765342960288808,0.4608904933814681,-0.01564380264741272,-3.2828282828282753,0.6732,FAIBLE
10042,2024-01-01,6,KFC Bordeaux Quinconces,Sandwichs,Cheese,2.92,2.83,6.72,39,0.16,0.95,False,,soir,1.0,262.08,0.43452380952380953,0.42113095238095244,-0.013392857142857095,-3.082191780821907,0.4672,FAIBLE
10043,2024-01-01,6,KFC Bordeaux Quinconces,Burger Poulet,Spicy,3.29,3.18,7.23,39,0.2,0.91,False,,soir,1.07,281.97,0.4550484094052558,0.43983402489626555,-0.015214384508990264,-3.3434650455926938,0.658,FAIBLE
10044,2024-01-01,6,KFC Bordeaux Quinconces,Wraps & Salades,Salade Poulet,3.58,3.47,7.17,29,0.17,0.91,False,,midi,1.09,207.93,0.499302649930265,0.4839609483960949,-0.015341701534170138,-3.072625698324019,0.6086,FAIBLE
10045,2024-01-01,6,KFC Bordeaux Quinconces,Accompagnements,Coleslaw,1.5,1.45,3.75,18,0.25,0.84,True,surcuisson,midi,1.13,67.5,0.4,0.38666666666666666,-0.013333333333333364,-3.333333333333341,0.375,FAIBLE
10046,2024-01-01,6,KFC Bordeaux Quinconces,Boissons,Coca 33cl,0.8,0.78,2.4,40,0.06,0.95,False,,soir,1.11,96.0,0.3333333333333333,0.325,-0.008333333333333304,-2.499999999999991,0.048,FAIBLE
10047,2024-01-01,6,KFC Bordeaux Quinconces,Desserts,Brownie,2.28,2.21,5.47,15,0.07,0.87,False,,soir,1.04,82.05,0.4168190127970749,0.4040219378427788,-0.012797074954296106,-3.0701754385964786,0.1596,FAIBLE
10048,2024-01-01,6,KFC Bordeaux Quinconces,Petits Déjeuners,Petit Déj Complet,2.47,2.4,5.44,15,0.05,0.91,False,,midi,0.92,81.60000000000001,0.4540441176470588,0.4411764705882352,-0.012867647058823595,-2.834008097166006,0.12350000000000001,FAIBLE
10049,2024-01-01,7,KFC Nantes Erdre,Poulet Frit,Bucket 6 pièces,4.47,4.69,9.38,33,0.25,0.91,False,,midi,0.93,309.54,0.476545842217484,0.5,0.023454157782516027,4.921700223713654,1.1175,MODÉRÉ
10050,2024-01-01,7,KFC Nantes Erdre,Sandwichs,Bacon,2.81,2.94,6.45,56,0.22,0.86,False,,midi,1.1,361.2,0.43565891472868223,0.45581395348837206,0.020155038759689825,4.62633451957293,0.6182,MODÉRÉ
10051,2024-01-01,7,KFC Nantes Erdre,Burger Poulet,Classic,3.18,3.34,7.0,63,0.32,0.85,False,,soir,0.92,441.0,0.4542857142857143,0.4771428571428571,0.022857142857142798,5.0314465408804905,1.0176,ÉLEVÉ
10052,2024-01-01,7,KFC Nantes Erdre,Wraps & Salades,Caesar Wrap,4.11,4.31,8.21,30,0.18,0.92,False,,soir,0.98,246.3,0.5006090133982948,0.5249695493300852,0.02436053593179044,4.866180048661788,0.7398,MODÉRÉ
10053,2024-01-01,7,KFC Nantes Erdre,Accompagnements,Potatoes,1.51,1.58,3.77,38,0.38,0.86,False,,soir,0.94,143.26,0.4005305039787799,0.41909814323607436,0.018567639257294488,4.635761589403987,0.5738,MODÉRÉ
10054,2024-01-01,7,KFC Nantes Erdre,Boissons,Fanta,0.79,0.83,2.38,38,0.06,0.89,False,,midi,0.91,90.44,0.33193277310924374,0.3487394957983193,0.01680672268907557,5.063291139240487,0.0474,ÉLEVÉ
10055,2024-01-01,7,KFC Nantes Erdre,Desserts,Brownie,2.16,2.27,5.19,54,0.24,0.76,True,rupture_stock,midi,0.95,280.26000000000005,0.41618497109826585,0.43737957610789974,0.021194605009633882,5.092592592592586,0.5184,ÉLEVÉ
10056,2024-01-01,7,KFC Nantes Erdre,Petits Déjeuners,Petit Déj Complet,2.58,2.71,5.68,19,0.07,0.91,False,,soir,0.95,107.91999999999999,0.4542253521126761,0.4771126760563381,0.022887323943661997,5.038759689922485,0.1806,ÉLEVÉ
10057,2024-01-01,8,KFC Strasbourg Grande Île,Poulet Frit,Tenders 8p,3.87,3.81,8.13,38,0.29,0.88,False,,soir,1.14,308.94000000000005,0.4760147601476014,0.4686346863468634,-0.0073800738007380184,-1.5503875968992273,1.1222999999999999,FAIBLE
10058,2024-01-01,8,KFC Strasbourg Grande Île,Sandwichs,Spicy,2.58,2.54,5.93,22,0.09,0.95,False,,midi,0.91,130.45999999999998,0.4350758853288365,0.42833052276559874,-0.006745362563237767,-1.550387596899223,0.2322,FAIBLE
10059,2024-01-01,8,KFC Strasbourg Grande Île,Burger Poulet,Classic,2.86,2.82,6.29,37,0.19,0.95,False,,soir,0.97,232.73,0.4546899841017488,0.4483306836248012,-0.006359300476947605,-1.3986013986014136,0.5434,FAIBLE
10060,2024-01-01,8,KFC Strasbourg Grande Île,Wraps & Salades,Salade Caesar,3.45,3.39,6.89,51,0.31,0.95,False,,soir,1.01,351.39,0.5007256894049348,0.4920174165457185,-0.00870827285921627,-1.7391304347826115,1.0695000000000001,FAIBLE
10061,2024-01-01,8,KFC Strasbourg Grande Île,Accompagnements,Frites Grande,1.5,1.48,3.76,49,0.49,0.89,False,,midi,0.99,184.23999999999998,0.398936170212766,0.39361702127659576,-0.005319148936170248,-1.3333333333333421,0.735,FAIBLE
10062,2024-01-01,8,KFC Strasbourg Grande Île,Boissons,Coca 33cl,0.8,0.78,2.39,42,0.09,0.85,True,surcuisson,midi,1.02,100.38000000000001,0.33472803347280333,0.3263598326359832,-0.008368200836820106,-2.5000000000000067,0.072,FAIBLE
10063,2024-01-01,8,KFC Strasbourg Grande Île,Desserts,Cookie,1.95,2.31,4.68,45,0.22,0.81,True,formation_manquante,midi,0.91,210.6,0.4166666666666667,0.4935897435897436,0.07692307692307693,18.461538461538463,0.429,CRITIQUE
10064,2024-01-01,8,KFC Strasbourg Grande Île,Petits Déjeuners,Pain au Chocolat,2.42,2.39,5.33,48,0.17,0.88,False,,soir,0.99,255.84,0.4540337711069418,0.44840525328330205,-0.005628517823639767,-1.2396694214876016,0.41140000000000004,FAIBLE
10065,2024-01-01,9,KFC Rennes Centre,Poulet Frit,Tenders 8p,3.95,4.05,8.3,39,0.29,0.94,False,,midi,1.14,323.70000000000005,0.4759036144578313,0.48795180722891557,0.012048192771084265,2.5316455696202382,1.1455,MODÉRÉ
10066,2024-01-01,9,KFC Rennes Centre,Sandwichs,Spicy,2.85,2.92,6.56,48,0.19,0.94,False,,soir,1.04,314.88,0.4344512195121952,0.4451219512195122,0.010670731707317027,2.4561403508771824,0.5415,MODÉRÉ
10067,2024-01-01,9,KFC Rennes Centre,Burger Poulet,Classic,3.0,3.08,6.61,59,0.3,0.94,False,,midi,1.0,389.99,0.45385779122541603,0.4659606656580938,0.012102874432677768,2.6666666666666683,0.8999999999999999,MODÉRÉ
10068,2024-01-01,9,KFC Rennes Centre,Wraps & Salades,Salade Poulet,3.83,3.93,7.67,25,0.15,0.87,False,,soir,0.97,191.75,0.49934810951760106,0.5123859191655802,0.013037809647979126,2.6109660574412503,0.5745,MODÉRÉ
10069,2024-01-01,9,KFC Rennes Centre,Accompagnements,Frites Grande,1.48,1.52,3.71,51,0.51,0.88,False,,midi,1.06,189.21,0.39892183288409705,0.40970350404312667,0.010781671159029615,2.702702702702694,0.7548,MODÉRÉ
10070,2024-01-01,9,KFC Rennes Centre,Boissons,Eau 50cl,0.8,0.82,2.4,25,0.04,0.85,False,,soir,1.1,60.0,0.3333333333333333,0.3416666666666667,0.00833333333333336,2.500000000000008,0.032,MODÉRÉ
10071,2024-01-01,9,KFC Rennes Centre,Desserts,Brownie,2.23,2.28,5.35,62,0.28,0.94,False,,midi,0.91,331.7,0.41682242990654206,0.42616822429906537,0.00934579439252331,2.2421524663677,0.6244000000000001,MODÉRÉ
10072,2024-01-01,9,KFC Rennes Centre,Petits Déjeuners,Petit Déj Complet,2.45,2.51,5.39,52,0.18,0.87,False,,midi,1.09,280.28,0.4545454545454546,0.4656771799628942,0.01113172541743962,2.448979591836716,0.441,MODÉRÉ
10073,2024-01-01,10,KFC Nice Promenade,Poulet Frit,Bucket 10 pièces,4.52,4.52,9.5,40,0.3,0.94,False,,soir,1.04,380.0,0.4757894736842105,0.4757894736842105,0.0,0.0,1.3559999999999999,FAIBLE
10074,2024-01-01,10,KFC Nice Promenade,Sandwichs,Spicy,2.73,2.73,6.29,28,0.11,0.92,False,,soir,0.96,176.12,0.4340222575516693,0.4340222575516693,0.0,0.0,0.3003,FAIBLE
10075,2024-01-01,10,KFC Nice Promenade,Burger Poulet,Spicy,3.05,3.05,6.71,41,0.21,0.88,False,,soir,1.12,275.11,0.45454545454545453,0.45454545454545453,0.0,0.0,0.6405,FAIBLE
10076,2024-01-01,10,KFC Nice Promenade,Wraps & Salades,Salade Caesar,4.01,4.01,8.03,27,0.16,0.95,False,,midi,1.11,216.80999999999997,0.4993773349937734,0.4993773349937734,0.0,0.0,0.6416,FAIBLE
10077,2024-01-01,10,KFC Nice Promenade,Accompagnements,Coleslaw,1.5,1.5,3.76,35,0.35,0.9,False,,midi,0.92,131.6,0.39893617021276595,0.39893617021276595,0.0,0.0,0.5249999999999999,FAIBLE
10078,2024-01-01,10,KFC Nice Promenade,Boissons,Coca 33cl,0.8,0.92,2.41,27,0.04,0.77,True,vol,midi,1.09,65.07000000000001,0.33195020746887965,0.3817427385892116,0.04979253112033194,14.999999999999996,0.032,CRITIQUE
10079,2024-01-01,10,KFC Nice Promenade,Desserts,Brownie,2.15,2.15,5.15,47,0.21,0.86,False,,midi,1.08,242.05,0.4174757281553398,0.4174757281553398,0.0,0.0,0.45149999999999996,FAIBLE
10080,2024-01-01,10,KFC Nice Promenade,Petits Déjeuners,Croissant,2.5,2.5,5.5,26,0.09,0.86,False,,midi,0.94,143.0,0.45454545454545453,0.45454545454545453,0.0,0.0,0.22499999999999998,FAIBLE
10081,2024-01-02,1,KFC Paris Louvre,Poulet Frit,Bucket 6 pièces,4.26,4.39,8.95,60,0.45,0.89,False,,midi,1.12,537.0,0.4759776536312849,0.49050279329608937,0.014525139664804454,3.05164319248826,1.917,MODÉRÉ
10082,2024-01-02,1,KFC Paris Louvre,Sandwichs,Original,2.74,2.83,6.31,46,0.18,0.86,False,,soir,1.15,290.26,0.4342313787638669,0.44849445324881143,0.014263074484944516,3.284671532846711,0.4932,MODÉRÉ
10083,2024-01-02,1,KFC Paris Louvre,Burger Poulet,Classic,3.28,3.38,7.21,22,0.11,0.95,False,,midi,1.09,158.62,0.45492371705963935,0.4687933425797503,0.01386962552011095,3.0487804878048768,0.36079999999999995,MODÉRÉ
10084,2024-01-02,1,KFC Paris Louvre,Wraps & Salades,Salade Caesar,3.42,3.53,6.85,48,0.29,0.9,False,,soir,0.99,328.79999999999995,0.49927007299270076,0.5153284671532847,0.016058394160583966,3.2163742690058528,0.9917999999999999,MODÉRÉ
10085,2024-01-02,1,KFC Paris Louvre,Accompagnements,Frites Grande,1.47,1.52,3.68,18,0.18,0.88,False,,midi,1.0,66.24000000000001,0.3994565217391304,0.4130434782608695,0.013586956521739135,3.4013605442176886,0.2646,MODÉRÉ
10086,2024-01-02,1,KFC Paris Louvre,Boissons,Eau 50cl,0.79,0.82,2.37,36,0.05,0.86,False,,midi,0.93,85.32000000000001,0.3333333333333333,0.34599156118143454,0.012658227848101222,3.7974683544303667,0.03950000000000001,MODÉRÉ
10087,2024-01-02,1,KFC Paris Louvre,Desserts,Sundae Caramel,2.24,2.31,5.38,42,0.19,0.94,False,,soir,0.96,225.96,0.41635687732342014,0.42936802973977695,0.013011152416356808,3.124999999999983,0.42560000000000003,MODÉRÉ
10088,2024-01-02,1,KFC Paris Louvre,Petits Déjeuners,Croissant,2.61,2.7,5.75,62,0.22,0.95,False,,midi,1.04,356.5,0.45391304347826084,0.46956521739130436,0.01565217391304352,3.448275862068975,0.5741999999999999,MODÉRÉ
10089,2024-01-02,2,KFC Lyon Part-Dieu,Poulet Frit,Ailes 12p,4.16,3.96,8.73,30,0.23,0.98,False,,midi,1.03,261.90000000000003,0.4765177548682703,0.45360824742268036,-0.02290950744558995,-4.807692307692315,0.9568000000000001,FAIBLE
10090,2024-01-02,2,KFC Lyon Part-Dieu,Sandwichs,Bacon,2.83,2.7,6.51,25,0.1,0.91,False,,midi,1.15,162.75,0.434715821812596,0.4147465437788018,-0.01996927803379417,-4.593639575971733,0.28300000000000003,FAIBLE
10091,2024-01-02,2,KFC Lyon Part-Dieu,Burger Poulet,Classic,3.32,3.16,7.31,22,0.11,0.91,False,,soir,1.14,160.82,0.454172366621067,0.4322845417236663,-0.02188782489740071,-4.8192771084337105,0.36519999999999997,FAIBLE
10092,2024-01-02,2,KFC Lyon Part-Dieu,Wraps & Salades,Caesar Wrap,3.39,3.23,6.78,23,0.14,0.89,False,,midi,0.98,155.94,0.5,0.476401179941003,-0.023598820058996994,-4.719764011799398,0.4746000000000001,FAIBLE
10093,2024-01-02,2,KFC Lyon Part-Dieu,Accompagnements,Potatoes,1.45,1.39,3.64,38,0.38,0.89,False,,soir,1.14,138.32,0.3983516483516484,0.38186813186813184,-0.016483516483516536,-4.137931034482771,0.5509999999999999,FAIBLE
10094,2024-01-02,2,KFC Lyon Part-Dieu,Boissons,Coca 33cl,0.81,0.77,2.44,28,0.04,0.91,False,,midi,1.0,68.32,0.33196721311475413,0.31557377049180335,-0.016393442622950782,-4.93827160493826,0.032400000000000005,FAIBLE
10095,2024-01-02,2,KFC Lyon Part-Dieu,Desserts,Brownie,2.15,2.05,5.16,45,0.2,0.96,False,,midi,1.14,232.20000000000002,0.41666666666666663,0.3972868217054263,-0.019379844961240345,-4.651162790697684,0.43,FAIBLE
10096,2024-01-02,2,KFC Lyon Part-Dieu,Petits Déjeuners,Croissant,2.47,2.35,5.43,35,0.12,0.92,False,,midi,1.13,190.04999999999998,0.45488029465930024,0.4327808471454881,-0.022099447513812154,-4.8582995951417,0.2964,FAIBLE
10097,2024-01-02,3,KFC Marseille Vieux Port,Poulet Frit,Ailes 12p,4.5,4.96,9.44,49,0.44,0.84,True,erreur_commande,midi,1.09,462.56,0.4766949152542373,0.5254237288135593,0.04872881355932196,10.222222222222205,1.98,CRITIQUE
10098,2024-01-02,3,KFC Marseille Vieux Port,Sandwichs,Original,2.75,2.75,6.32,44,0.18,0.89,False,,midi,0.92,278.08000000000004,0.43512658227848094,0.43512658227848094,0.0,0.0,0.495,FAIBLE
10099,2024-01-02,3,KFC Marseille Vieux Port,Burger Poulet,Classic,3.13,3.14,6.89,20,0.13,0.78,True,sous_cuisson,soir,1.04,137.79999999999998,0.4542815674891147,0.45573294629898414,0.0014513788098694524,0.3194888178913906,0.4069,FAIBLE
10100,2024-01-02,3,KFC Marseille Vieux Port,Wraps & Salades,Caesar Wrap,3.42,3.43,6.85,54,0.32,0.91,False,,soir,0.99,369.9,0.49927007299270076,0.5007299270072993,0.0014598540145985828,0.292397660818722,1.0944,FAIBLE
10101,2024-01-02,3,KFC Marseille Vieux Port,Accompagnements,Frites Grande,1.48,1.48,3.69,63,0.63,0.89,False,,midi,0.96,232.47,0.40108401084010836,0.40108401084010836,0.0,0.0,0.9324,FAIBLE
10102,2024-01-02,3,KFC Marseille Vieux Port,Boissons,Eau 50cl,0.79,0.8,2.38,49,0.07,0.83,False,,midi,0.97,116.61999999999999,0.33193277310924374,0.33613445378151263,0.004201680672268893,1.2658227848101218,0.05530000000000001,FAIBLE
10103,2024-01-02,3,KFC Marseille Vieux Port,Desserts,Cookie,1.93,1.94,4.64,18,0.08,0.75,True,rupture_stock,midi,1.04,83.52,0.415948275862069,0.4181034482758621,0.002155172413793094,0.5181347150259044,0.1544,FAIBLE
10104,2024-01-02,3,KFC Marseille Vieux Port,Petits Déjeuners,Croissant,2.48,2.49,5.46,47,0.16,0.91,False,,soir,1.05,256.62,0.4542124542124542,0.4560439560439561,0.0018315018315018805,0.40322580645162376,0.3968,FAIBLE
10105,2024-01-02,4,KFC Toulouse Capitole,Poulet Frit,Tenders 8p,4.49,4.36,9.43,51,0.38,0.89,False,,soir,0.9,480.93,0.47613997879109227,0.4623541887592789,-0.01378579003181335,-2.895322939866367,1.7062000000000002,FAIBLE
10106,2024-01-02,4,KFC Toulouse Capitole,Sandwichs,Bacon,2.86,2.78,6.58,46,0.18,0.94,False,,midi,1.04,302.68,0.43465045592705165,0.42249240121580545,-0.012158054711246202,-2.797202797202798,0.5147999999999999,FAIBLE
10107,2024-01-02,4,KFC Toulouse Capitole,Burger Poulet,Bacon Cheese,3.16,3.68,6.94,45,0.25,0.87,True,formation_manquante,midi,1.06,312.3,0.45533141210374645,0.5302593659942363,0.07492795389048984,16.455696202531627,0.79,CRITIQUE
10108,2024-01-02,4,KFC Toulouse Capitole,Wraps & Salades,Spicy Wrap,3.77,3.66,7.54,18,0.11,0.96,False,,soir,1.01,135.72,0.5,0.48541114058355433,-0.014588859416445665,-2.917771883289133,0.4147,FAIBLE
